PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
71052-914_f2b51e84-d062-d2af-e053-2a95a90ac4a9	71052-914	BULK INGREDIENT	Melanotan I Acetate	POWDER	20200826		BULK INGREDIENT	DARMERICA, LLC	PEPTIDE B27PD	1	g/g		20241231
71052-915_19aeb318-5e01-6553-e063-6294a90a1dce	71052-915	BULK INGREDIENT	Gonadorelin Acetate	POWDER	20200924		BULK INGREDIENT	DARMERICA, LLC	PEPTIDE B27PD	1	g/g		20251231
71052-916_f2b55c8b-429a-5470-e053-2a95a90a524a	71052-916	BULK INGREDIENT	P21 Peptide Acetate	POWDER	20201204		BULK INGREDIENT	DARMERICA, LLC	PEPTIDE B27PD	1	g/g		20241231
71057-0100_0a0424bf-128f-c220-e063-6294a90acae8	71057-0100	BULK INGREDIENT	OXYTETRACYCLINE HYDROCHLORIDE	POWDER	20160101		BULK INGREDIENT	YANGZHOU LIBERTY PHARMACEUTICAL CO. LTD	OXYTETRACYCLINE HYDROCHLORIDE	1	kg/kg		20241231
71057-0200_0e7ad011-8e0d-1804-e063-6394a90ac5e3	71057-0200	BULK INGREDIENT	OXYTETRACYCLINE DIHYDRATE	POWDER	20160101		BULK INGREDIENT	YANGZHOU LIBERTY PHARMACEUTICAL CO. LTD	OXYTETRACYCLINE HYDROCHLORIDE	1	kg/kg		20251231
71057-3100_0e7acbdb-10b7-e0c6-e063-6294a90a9c4a	71057-3100	BULK INGREDIENT	Doxycycline Monohydrate	POWDER	20220616		BULK INGREDIENT	Yangzhou Liberty Pharmaceutical Co., Ltd.	DOXYCYCLINE	1	kg/kg		20251231
71057-3440_1647a982-677c-8ba6-e063-6394a90ac9f0	71057-3440	BULK INGREDIENT	DOXYCYCLINE HYCLATE	POWDER	20160101		BULK INGREDIENT	YANGZHOU LIBERTY PHARMACEUTICAL CO. LTD	DOXYCYCLINE ANHYDROUS	1	kg/kg		20251231
71062-001_1b3f2f8e-e2f3-fa89-e063-6294a90ab63e	71062-001	DRUG FOR FURTHER PROCESSING	menthol	LOZENGE	20240617		DRUG FOR FURTHER PROCESSING	Jahnke Süsswaren GmbH	MENTHOL	6	mg/1		20251231
71071-001_5809307d-8227-42e2-97fd-9ce43cc1bbb6	71071-001	BULK INGREDIENT	fluocinolone acetonide implant	IMPLANT	20080808		BULK INGREDIENT	Bausch & Lomb Ireland Limited	FLUOCINOLONE ACETONIDE	.59	mg/.59mg		20241231
71082-110_1c248bd9-bfae-43b5-e063-6294a90a09d5	71082-110	DRUG FOR FURTHER PROCESSING	RANIBIZUMAB	INJECTION, SOLUTION	20161013		DRUG FOR FURTHER PROCESSING	Frueh Verpackungstechnik AG	RANIBIZUMAB	10	mg/mL		20251231
71082-111_1c248bd9-bfae-43b5-e063-6294a90a09d5	71082-111	DRUG FOR FURTHER PROCESSING	RANIBIZUMAB	INJECTION, SOLUTION	20180413		DRUG FOR FURTHER PROCESSING	Frueh Verpackungstechnik AG	RANIBIZUMAB	6	mg/mL		20251231
71082-210_1bfbb31b-596f-a6df-e063-6294a90abbcb	71082-210	DRUG FOR FURTHER PROCESSING	furosemide injection 80 mg/ 10 mL	INJECTION	20221114		DRUG FOR FURTHER PROCESSING	Früeh Verpackungstechnik AG	FUROSEMIDE	8	mg/mL		20251231
71124-0001_d5fc32a1-d43f-719a-e053-2a95a90a462b	71124-0001	BULK INGREDIENT	Ipilimumab	LIQUID	20160822		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	IPILIMUMAB	5	kg/5kg		20241231
71124-0002_d5fc6202-8875-4a0d-e053-2995a90a7418	71124-0002	BULK INGREDIENT	Nivolumab	LIQUID	20160719		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	NIVOLUMAB	1	kg/kg		20241231
71124-0003_d5fcb3e5-4a87-b990-e053-2a95a90a8983	71124-0003	BULK INGREDIENT	Rituximab	LIQUID	20151130		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	RITUXIMAB	300	kg/300kg		20241231
71124-0004_d5fcbe3f-b1e3-5f21-e053-2995a90a8a93	71124-0004	DRUG FOR FURTHER PROCESSING	Infliximab	INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION	20180910		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	INFLIXIMAB-ABDA	100	mg/1		20241231
71124-0005_d628985f-9e6c-fa83-e053-2995a90abeab	71124-0005	DRUG FOR FURTHER PROCESSING	Telavancin	INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION	20200616		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	TELAVANCIN HYDROCHLORIDE	750	mg/1		20241231
71124-0007_d5fcb697-038d-6b97-e053-2a95a90a2e24	71124-0007	BULK INGREDIENT	daratumumab	LIQUID	20180824		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	DARATUMUMAB	10	kg/10kg		20241231
71124-0008_d5fd3e7e-8d46-6cb5-e053-2a95a90aa3f8	71124-0008	BULK INGREDIENT	Infliximab	LIQUID	20191023		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	INFLIXIMAB	5	kg/5kg		20241231
71124-0009_d5fd3e7e-8d47-6cb5-e053-2a95a90aa3f8	71124-0009	DRUG FOR FURTHER PROCESSING	Emicizumab	SOLUTION	20180816		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	EMICIZUMAB	30	mg/1		20241231
71124-0010_d5fd3e7e-8d4a-6cb5-e053-2a95a90aa3f8	71124-0010	DRUG FOR FURTHER PROCESSING	Emicizumab	SOLUTION	20180816		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	EMICIZUMAB	60	mg/1		20241231
71124-0011_d5fd5017-1b97-50ef-e053-2995a90aa770	71124-0011	DRUG FOR FURTHER PROCESSING	Emicizumab	SOLUTION	20180816		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	EMICIZUMAB	105	mg/1		20241231
71124-0012_d5fd3e7e-8d4b-6cb5-e053-2a95a90aa3f8	71124-0012	DRUG FOR FURTHER PROCESSING	Emicizumab	SOLUTION	20180816		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	EMICIZUMAB	150	mg/1		20241231
71124-0013_d628985f-9e6d-fa83-e053-2995a90abeab	71124-0013	BULK INGREDIENT	tildrakizumab	LIQUID	20200601		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	TILDRAKIZUMAB	12	kg/12kg		20241231
71124-0014_d6289c8b-4762-19e4-e053-2995a90a08e8	71124-0014	BULK INGREDIENT	THROMBIN ALFA	LIQUID	20200731		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	THROMBIN ALFA	10	kg/10kg		20241231
71124-0015_d6289fba-bc2b-9773-e053-2a95a90a1801	71124-0015	BULK INGREDIENT	sacituzumab	LIQUID	20200814		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	SACITUZUMAB	200	kg/200kg		20241231
71124-0016_bb59d6df-4b41-8a06-e053-2995a90af9f6	71124-0016	DRUG FOR FURTHER PROCESSING	Perflutren	INJECTION, SUSPENSION	20201117		DRUG FOR FURTHER PROCESSING	Samsung Biologics Co., Ltd.	PERFLUTREN	6.52	mg/mL		20241231
71124-0017_c44bf033-60b4-d400-e053-2995a90a0bf7	71124-0017	BULK INGREDIENT	bamlanivimab	LIQUID	20201116		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	BAMLANIVIMAB	5	kg/5kg		20241231
71124-0018_c6956677-9456-62c6-e053-2a95a90a190a	71124-0018	BULK INGREDIENT	etesevimab	LIQUID	20210209		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	ETESEVIMAB	5	kg/5kg		20241231
71124-0019_d29ef61a-f82e-43ec-e053-2a95a90a801e	71124-0019	BULK INGREDIENT	tocilizumab	LIQUID	20211026		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	TOCILIZUMAB	2	kg/2kg		20241231
71124-0020_fd944b22-c109-33e5-e053-6394a90a96bd	71124-0020	DRUG FOR FURTHER PROCESSING	ipilimumab	SOLUTION	20150615		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	IPILIMUMAB	50	mg/1		20241231
71124-0021_fd942c63-dbf2-9528-e053-6294a90aeb03	71124-0021	DRUG FOR FURTHER PROCESSING	ipilimumab	SOLUTION	20150615		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	IPILIMUMAB	200	mg/1		20241231
71124-0022_e6f283ea-facd-1adc-e053-2a95a90aa296	71124-0022	DRUG FOR FURTHER PROCESSING	ipilimumab	SOLUTION	20150615		DRUG FOR FURTHER PROCESSING	SAMSUNG BIOLOGICS Co., Ltd.	IPILIMUMAB	200	mg/1		20241231
71124-0023_e6f28184-2335-6149-e053-2a95a90a1522	71124-0023	BULK INGREDIENT	Adalimumab	LIQUID	20230701		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	ADALIMUMAB	6	kg/6kg		20241231
71124-0024_d8ce3c2c-2ca9-98d7-e053-2995a90ab83f	71124-0024	DRUG FOR FURTHER PROCESSING	ibalizumab	SOLUTION	20220222		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	IBALIZUMAB	200	mg/1		20241231
71124-0025_e3b96b54-0234-490f-e053-2a95a90a2039	71124-0025	BULK INGREDIENT	belimumab	LIQUID	20220502		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	BELIMUMAB	16	kg/16kg		20241231
71124-0026_f18ef818-cd6f-4a35-e053-2a95a90a8dda	71124-0026	DRUG FOR FURTHER PROCESSING	ublituximab	SOLUTION	20221228		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	UBLITUXIMAB	150	mg/6mL		20241231
71124-0027_f2076019-0185-22c7-e053-2a95a90a8c8d	71124-0027	BULK INGREDIENT	Adalimumab	LIQUID	20230109		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	ADALIMUMAB	2	kg/2kg		20241231
71124-0028_06ef1160-0928-2fa3-e063-6294a90a10d4	71124-0028	BULK INGREDIENT	lebrikizumab	LIQUID	20230109		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	LEBRIKIZUMAB	5	kg/5kg		20241231
71124-0028_f8647343-196f-26af-e053-6294a90a7f3d	71124-0028	BULK INGREDIENT	lebrikizumab	LIQUID	20230109		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	LEBRIKIZUMAB	5	kg/5kg		20241231
71124-0029_042c8e3d-add1-67da-e063-6294a90ada4a	71124-0029	BULK INGREDIENT	bevacizumab-bvzr	LIQUID	20230623		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	BEVACIZUMAB-BVZR	16	kg/16kg		20241231
71124-0030_1486de81-2cbf-bcf6-e063-6394a90a46f0	71124-0030	BULK INGREDIENT	Durvalumab	LIQUID	20170105		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	DURVALUMAB	200	kg/200kg		20251231
71124-0031_19f68a2c-151f-74bd-e063-6294a90aaf91	71124-0031	DRUG FOR FURTHER PROCESSING	infliximab	INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION	20230708		DRUG FOR FURTHER PROCESSING	Samsung BioLogics Co. LTD	INFLIXIMAB-DYYB	100	mg/1		20251231
71124-0032_1a9470b3-4b1c-cba9-e063-6394a90a0544	71124-0032	BULK INGREDIENT	aflibercept-yszy	LIQUID	20240617		BULK INGREDIENT	SAMSUNG BIOLOGICS Co., Ltd.	AFLIBERCEPT-YSZY	5	kg/5kg		20251231
71161-103_fecf9d51-2d40-d7c4-e053-6394a90ad386	71161-103	DRUG FOR FURTHER PROCESSING	triptorelin pamoate	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION	20000615		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	TRIPTORELIN PAMOATE	3.75	mg/2mL		20241231
71161-104_fecf9d51-2d40-d7c4-e053-6394a90ad386	71161-104	DRUG FOR FURTHER PROCESSING	triptorelin pamoate	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION	20010629		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	TRIPTORELIN PAMOATE	11.25	mg/2mL		20241231
71161-105_fecf9d51-2d40-d7c4-e053-6394a90ad386	71161-105	DRUG FOR FURTHER PROCESSING	triptorelin pamoate	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION	20100311		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	TRIPTORELIN PAMOATE	22.5	mg/2mL		20241231
71161-106_fecde2ce-3124-2ffe-e053-6294a90a89ec	71161-106	DRUG FOR FURTHER PROCESSING	triptorelin	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION	20170908		DRUG FOR FURTHER PROCESSING	Synergy Health AST, Inc	TRIPTORELIN	22.5	mg/2mL		20241231
71161-114_fe967791-eaf0-4d01-e053-6294a90a3229	71161-114	DRUG FOR FURTHER PROCESSING	lanreotide acetate	INJECTION	20071114		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	LANREOTIDE ACETATE	60	mg/.2mL		20241231
71161-115_fe967791-eaf0-4d01-e053-6294a90a3229	71161-115	DRUG FOR FURTHER PROCESSING	lanreotide acetate	INJECTION	20071114		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	LANREOTIDE ACETATE	90	mg/.3mL		20241231
71161-116_fe967791-eaf0-4d01-e053-6294a90a3229	71161-116	DRUG FOR FURTHER PROCESSING	lanreotide acetate	INJECTION	20071114		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	LANREOTIDE ACETATE	120	mg/.5mL		20241231
71161-126_b624a9fe-44bd-3f76-e053-2a95a90a15fa	71161-126	DRUG FOR FURTHER PROCESSING	pasireotide	INJECTION, POWDER, FOR SUSPENSION	20141215		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	PASIREOTIDE	30	mg/mL		20241231
71161-127_b624a9fe-44bd-3f76-e053-2a95a90a15fa	71161-127	DRUG FOR FURTHER PROCESSING	pasireotide	INJECTION, POWDER, FOR SUSPENSION	20180712		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	PASIREOTIDE	5	mg/mL		20241231
71161-128_b624a9fe-44bd-3f76-e053-2a95a90a15fa	71161-128	DRUG FOR FURTHER PROCESSING	pasireotide	INJECTION, POWDER, FOR SUSPENSION	20141215		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	PASIREOTIDE	20	mg/mL		20241231
71161-129_b624a9fe-44bd-3f76-e053-2a95a90a15fa	71161-129	DRUG FOR FURTHER PROCESSING	pasireotide	INJECTION, POWDER, FOR SUSPENSION	20141215		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	PASIREOTIDE	10	mg/mL		20241231
71161-130_b624a9fe-44bd-3f76-e053-2a95a90a15fa	71161-130	DRUG FOR FURTHER PROCESSING	pasireotide	INJECTION, POWDER, FOR SUSPENSION	20180629		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	PASIREOTIDE	15	mg/mL		20241231
71161-131_fe95506a-a8e4-fcf4-e053-6294a90ab498	71161-131	DRUG FOR FURTHER PROCESSING	Risperidone	KIT	20181109		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC					20241231
71161-132_fe95506a-a8e4-fcf4-e053-6294a90ab498	71161-132	DRUG FOR FURTHER PROCESSING	Risperidone	KIT	20181109		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC					20241231
71161-133_fe960924-c5e4-7f3c-e053-6394a90aea81	71161-133	DRUG FOR FURTHER PROCESSING	mometasone furoate	IMPLANT	20180201		DRUG FOR FURTHER PROCESSING	Synergy Health, LLC	MOMETASONE FUROATE	1350	ug/1		20241231
71161-134_1a9de818-45ad-a08b-e063-6294a90ab6aa	71161-134	DRUG FOR FURTHER PROCESSING	Fluocinolone Acetonide	IMPLANT	20050408		DRUG FOR FURTHER PROCESSING	Synergy Health, LLC	FLUOCINOLONE ACETONIDE	.59	mg/1		20251231
71161-135_f3baae19-6e9e-27e3-e053-2995a90a8eef	71161-135	DRUG FOR FURTHER PROCESSING	triamcinolone acetonide	INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE	20171006		DRUG FOR FURTHER PROCESSING	Synergy Health, LLC	TRIAMCINOLONE ACETONIDE	32	mg/1		20241231
71161-138_1a9cd655-51f7-345c-e063-6394a90a3ad1	71161-138	DRUG FOR FURTHER PROCESSING	dexamethasone	IMPLANT	20090901		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	DEXAMETHASONE	.7	mg/1		20251231
71161-142_b625f465-d292-8079-e053-2995a90a858f	71161-142	DRUG FOR FURTHER PROCESSING	Olanzapine pamoate	INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE	20091211		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	OLANZAPINE PAMOATE	210	mg/1.4mL		20241231
71161-143_b625f465-d292-8079-e053-2995a90a858f	71161-143	DRUG FOR FURTHER PROCESSING	Olanzapine pamoate	INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE	20091211		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	OLANZAPINE PAMOATE	300	mg/2mL		20241231
71161-144_b625f465-d292-8079-e053-2995a90a858f	71161-144	DRUG FOR FURTHER PROCESSING	Olanzapine pamoate	INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE	20091211		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	OLANZAPINE PAMOATE	405	mg/2.7mL		20241231
71161-146_b68c2c3f-5fe2-cb01-e053-2a95a90a23e5	71161-146	DRUG FOR FURTHER PROCESSING	afamelanotide	IMPLANT	20191231		DRUG FOR FURTHER PROCESSING	Synergy Health AST	AFAMELANOTIDE	16	mg/16mg		20241231
71161-147_05c9d8aa-c7ee-b8d1-e063-6394a90af064	71161-147	DRUG FOR FURTHER PROCESSING	etonogestrel	IMPLANT	20210601		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	ETONOGESTREL	68	mg/1		20241231
71161-148_dae889b6-7f81-16da-e053-2995a90afd1a	71161-148	DRUG FOR FURTHER PROCESSING	Talc	POWDER	20170801		DRUG FOR FURTHER PROCESSING	Synergy Health	TALC	4	g/50mL		20241231
71161-149_dae889b6-7f81-16da-e053-2995a90afd1a	71161-149	DRUG FOR FURTHER PROCESSING	Talc	POWDER	20171101		DRUG FOR FURTHER PROCESSING	Synergy Health	TALC	2	g/50mL		20241231
71161-150_dae889b6-7f81-16da-e053-2995a90afd1a	71161-150	DRUG FOR FURTHER PROCESSING	Talc	POWDER	20171101		DRUG FOR FURTHER PROCESSING	Synergy Health	TALC	3	g/10mL		20241231
71161-151_0f9f16e8-2296-1b82-e063-6294a90aff9f	71161-151	DRUG FOR FURTHER PROCESSING	Travoprost Intracameral	IMPLANT	20231213		DRUG FOR FURTHER PROCESSING	Synergy Health AST, LLC	TRAVOPROST	75	ug/1		20251231
71161-152_1a4d66ab-f192-c8a1-e063-6294a90a1f64	71161-152	DRUG FOR FURTHER PROCESSING	birch triterpenes	GEL	20240222		DRUG FOR FURTHER PROCESSING	Synergy Health	BIRCH TRITERPENES	100	mg/g		20251231
71165-020_f495ddd6-a9a1-cec8-e053-2a95a90a1fec	71165-020	HUMAN OTC DRUG	MENTHOL	LOZENGE	20230215		DRUG FOR FURTHER PROCESSING	Riclan S.A.	MENTHOL	7	mg/kg		20241231
71165-021_f4963c83-af06-d54d-e053-2995a90aae50	71165-021	HUMAN OTC DRUG	MENTHOL	LOZENGE	20230215		DRUG FOR FURTHER PROCESSING	Riclan S.A.	MENTHOL	9	mg/kg		20241231
71204-100_07ec12f6-cd9c-e620-e063-6294a90af7dd	71204-100	BULK INGREDIENT	POLYETHYLENE GLYCOL 3350	POWDER	20170120		BULK INGREDIENT	Linus Gmbh	POLYETHYLENE GLYCOL 3350	1	kg/kg		20241231
71210-4112_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4112	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20170601		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	2.5	mg/1		20241231
71210-4115_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4115	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20170601		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	5	mg/1		20241231
71210-4116_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4116	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20170601		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	7.5	mg/1		20241231
71210-4117_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4117	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20170601		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	10	mg/1		20241231
71210-4184_6809365f-bc5f-45d3-891e-be3089f7c6d1	71210-4184	DRUG FOR FURTHER PROCESSING	Raloxifene hydrochloride	TABLET	20170127		DRUG FOR FURTHER PROCESSING	Lilly S.A.	RALOXIFENE HYDROCHLORIDE	60	mg/1		20241231
71210-4415_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4415	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20171003		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	15	mg/1		20241231
71210-4420_44cf9bfd-eb79-4b3f-baef-75a6d7d16c61	71210-4420	DRUG FOR FURTHER PROCESSING	Olanzapine	TABLET	20171003		DRUG FOR FURTHER PROCESSING	Lilly S.A.	OLANZAPINE	20	mg/1		20241231
71214-0667_de836b58-25d4-482b-91af-d56d8ecdaf02	71214-0667	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20170530		DRUG FOR FURTHER PROCESSING	Micro-Sphere SA	ACITRETIN	10	mg/1		20241231
71214-0668_de836b58-25d4-482b-91af-d56d8ecdaf02	71214-0668	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20170530		DRUG FOR FURTHER PROCESSING	Micro-Sphere SA	ACITRETIN	17.5	mg/1		20241231
71214-0669_de836b58-25d4-482b-91af-d56d8ecdaf02	71214-0669	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20170530		DRUG FOR FURTHER PROCESSING	Micro-Sphere SA	ACITRETIN	25	mg/1		20241231
71214-0698_de836b58-25d4-482b-91af-d56d8ecdaf02	71214-0698	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20170530		DRUG FOR FURTHER PROCESSING	Micro-Sphere SA	ACITRETIN	22.5	mg/1		20241231
71215-101_2aee8c47-2702-467a-bd0d-1b4d1c2cd110	71215-101	DRUG FOR FURTHER PROCESSING	Icosapent Ethyl	LIQUID	20200615		DRUG FOR FURTHER PROCESSING	Nissui Corporation	ICOSAPENT ETHYL	.998	kg/kg		20241231
71215-102_c3856c9b-577c-43e0-966d-aca0b04216cd	71215-102	DRUG FOR FURTHER PROCESSING	Icosapent Ethyl	LIQUID	20200706		DRUG FOR FURTHER PROCESSING	Nissui Corporation	ICOSAPENT ETHYL	.998	kg/kg		20241231
71236-0001_b21970f7-ca2d-ced8-e053-2995a90aef9a	71236-0001	BULK INGREDIENT	Sulfamethazine	POWDER	20170210		BULK INGREDIENT	Hunan Xiangyikang Pharmaceutical Co., Ltd.	SULFAMETHAZINE	1	kg/kg		20241231
71236-0002_b2197a00-3131-cbd3-e053-2995a90a9b75	71236-0002	BULK INGREDIENT	Sulfamethazine	POWDER	20170213		BULK INGREDIENT	Hunan Xiangyikang Pharmaceutical Co., Ltd	SULFAMETHAZINE SODIUM	1	kg/kg		20241231
71236-0003_b2198242-b7a2-9236-e053-2a95a90a915b	71236-0003	BULK INGREDIENT	Sulfadiazine	POWDER	20170215		BULK INGREDIENT	Hunan Xiangyikang Pharmaceutical Co., Ltd.	SULFADIAZINE	1	kg/kg		20241231
71277-0125_f1f02bb0-361d-225a-e053-2a95a90a13a5	71277-0125	BULK INGREDIENT	FLUPHENAZINE DECANOATE	LIQUID	20190130		BULK INGREDIENT	Abhilasha Pharma Pvt. Ltd.	FLUPHENAZINE DECANOATE	1	kg/kg		20241231
71277-0126_e9abc98f-76f0-a4d2-e053-2a95a90ad4ae	71277-0126	BULK INGREDIENT	Bupivacaine Hydrochloride	POWDER	20170608		BULK INGREDIENT	Abhilasha Pharma Pvt. Ltd.	BUPIVACAINE HYDROCHLORIDE	25	kg/25kg		20241231
71277-0127_f1f0239c-808f-5c55-e053-2995a90a12ca	71277-0127	BULK INGREDIENT	FLUPHENAZINE DECANOATE	POWDER	20190130		BULK INGREDIENT	Abhilasha Pharma Pvt. Ltd.	FLUPHENAZINE DECANOATE	25	kg/25kg		20241231
71277-0133_f1f0305f-0052-08ad-e053-2995a90aa371	71277-0133	BULK INGREDIENT	Ascorbyl Palmitate	POWDER	20180501		BULK INGREDIENT	Abhilasha Pharma Pvt. Ltd.	ASCORBYL PALMITATE	25	kg/25kg		20241231
71306-5251_0926a409-1196-2b44-e063-6394a90a5881	71306-5251	BULK INGREDIENT	Sodium Phosphate, Dibasic, Anhydrous	POWDER	20190401		BULK INGREDIENT	Chemische Fabrik Budenheim KG	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS	907	kg/907kg		20241231
71350-101_0f9c6cb8-faa0-18f4-e063-6394a90a55f1	71350-101	BULK INGREDIENT	Amoxicillin Trihydrate	POWDER	20200903		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Henan Lvyuan Pharmaceutical Co., Ltd.	AMOXICILLIN	1	kg/kg		20251231
71362-001_4931e762-4fa2-4f71-ad5c-e5db6565cbc4	71362-001	BULK INGREDIENT	Romifidine Hydrochloride	POWDER	20170613		BULK INGREDIENT	Pharmatory Oy	ROMIFIDINE HYDROCHLORIDE	1	kg/kg		20241231
71362-002_c78d0db9-37ce-4aae-9751-83260d5e502d	71362-002	BULK INGREDIENT	Medetomidine	POWDER	20190927		BULK INGREDIENT	Pharmatory Oy	MEDETOMIDINE	1	kg/kg		20241231
71362-003_d2c66bff-4a96-47df-9e10-a437147dc6eb	71362-003	BULK INGREDIENT	Atipamezole Hydrochloride	POWDER	20221109		BULK INGREDIENT	Pharmatory Oy	ATIPAMEZOLE HYDROCHLORIDE	1	kg/kg		20241231
71411-0001_b9c50b42-fe47-23f7-e053-2995a90ad836	71411-0001	BULK INGREDIENT	Ceftiofur hydrochloride	POWDER	20170608		BULK INGREDIENT	Amicogen(China) Biopharm Co., Ltd	CEFTIOFUR HYDROCHLORIDE	1	kg/kg		20241231
71411-0002_b9c4d26d-9300-7c06-e053-2995a90a327c	71411-0002	BULK INGREDIENT	Ceftiofur hydrochloride	POWDER	20170608		BULK INGREDIENT	Amicogen(China) Biopharm Co., Ltd	CEFTIOFUR HYDROCHLORIDE	1	kg/kg		20241231
71411-0003_b9c51b4e-92e8-ab95-e053-2a95a90a6a28	71411-0003	BULK INGREDIENT	Ceftiofur Sodium	POWDER	20170607		BULK INGREDIENT	Amicogen(China) Biopharm Co.,Ltd	CEFTIOFUR SODIUM	1	kg/kg		20241231
