date,title,location,salary,company_industry,education,prior_experience,bonus,stocks,total_comp,additional_benefits,tenure_length_period,tenure_length_period_units,survey_year
2021-12-11,Incoming Data Analyst Developer,NA,75K,Accounting / Tax Consulting,Finishing MSc (BS in unrelated field,NA,None,"Bonuses depending on client&not sure, havent started yet",at least $75KEdit: correction,FALSE,4,months,2021
2021-12-11,Data Analyst,"Florida, USA",NA,NA,BS/MS in Industrial Engineering,NA,"10,000","Bonus:** $10,000 in equity, eligible for annual bonus (~$10,000","135,000 - $145,000",FALSE,,unknown,2021
2021-12-11,Senior Data Scientist,"London, UK",NA,NA,BSc Mathematics,NA,NA,NA,NA,FALSE,3,years,2021
2021-12-11,quantitative modeling / data science,"Pittsburgh, PA, USA",115k,Finance / Banking,MS Applied Math,"Engineering in Steel and DS in Healthcare "" Internship: N/A",N/A,Yes,125k,FALSE,4,years,2021
2021-12-11,Data Scientist,NA,120k,Big N,"STEM undergrad, analytics masters","1 year DS, 3 years DA* **$Internship:** None* **$Coop:** None",5k,min $30k but variable,160k,FALSE,1,years,2021
2021-12-11,Analytics Engineering Manager,United States,150k,SaaS,BS Economics; BA Intl Studies,4 years customer success,None,15% bonus; ~$70k annual RSUs,240k,FALSE,1,years,2021
2021-12-11,Senior MLE,"San Francisco, CA, USA",NA,NA,MS Statistics,NA,"100k equity per year, although",NA,NA,FALSE,1,years,2021
2021-12-11,VP of Data Science,"Boston, MA, USA","200k base, $40k bonus target","Marketing agency, \~500 people",PhD in STEM field. BA in Physics,"Postdoc related to PhD, then Insight Data Science",None,Equity bonus equivalent to about 10% of salary yearly,260k,FALSE,6,years,2021
2021-12-11,NA,"New York, NY, USA",7700 per month,FAANG,Senior year in undergrad,Internship: 8 month DA co-op in semiconductor company,NA,NA,NA,FALSE,NA,unknown,2021
2021-12-11,Lead Data Scientist,"R. Inocêncio de Góes - Sapopemba, São Paulo - SP, 03978-100, Brazil",55k USD (310k BRL,"Tech/O&amp;G/Mining/IoT/Other pre-IPO spinoff (we are an AI/MLE consultancy, most clients are in O&amp;G or Mining","BS Geological Engineering, MS Mechanical Engineering",NA,NA,NA,NA,FALSE,1.5,years,2021
2021-12-11,Data Scientist,"San Francisco, CA, USA",187k + bonus,"Startup, tech. (I figure out and invent paths forward for new potentially impossible tech, so it's a bit different than standard business DS/DA type work",None.  I got in before the DS title was used in silicon valley,11 years$Internship: No.$Coop:  No,"No, but they tend to do that here",Just annual bonus,200k,FALSE,2,years,2021
2021-12-11,Data Scientist,"Montreal, QC, Canada",95k$ (CAD,Oil and Gas,Bachelor in mechanical engineering (almost done Msc in software,None    $Internship: Not related to DS,N/A,10,105k,FALSE,4,years,2021
2021-12-11,"Staff SWE, ML","San Francisco, CA, USA",300k,Tech,PhD,"5yrs PostDoc, 4yrs Industry",0,500k,800k,FALSE,6,months,2021
2021-12-11,Solutions Architect,NA,"160,000",Consulting,"Masters in Business Intelligence, Undergrad in Economics with a concentration in Computer Science",3 years with telecommunications company,5k,Qtrly Bonus- 20% of my salary during that period ~$8k Qterly = $32k Annual,192k,FALSE,6,months,2021
2021-12-11,Senior Data Scientist/Applied Scientist,"New York, NY, USA",175k,E-commerce,"BS, MS in Math/Stats",NA,NA,"10% target bonus, 400k/4 years",292k,FALSE,NA,unknown,2021
2021-12-11,Data Analyst,"London, UK",50k GBP,FinTech,BSc Maths with Stats,NA,NA,NA,NA,FALSE,,unknown,2021
2021-12-11,DS Quant,"Washington, DC, USA",150k,Finance,MS DS,NA,NA,Approx. 20% annual bonus   * 7% 401k matching   * Potential RSU with more experience,190k,FALSE,1.5,years,2021
2021-12-11,"Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $88.5k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist","Midwestern United States, USA",NA,NA,"B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $100k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science","Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $100k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher",,"Private company, no bonuses",100k + full tuition assistance,FALSE,3,years,2021
2021-12-11,Data Analyst,"Arlington County, Arlington, VA, USA","110,000",Public/Federal Subcontractor,Bachelor's Science Quantitative Finance,"2 years in Finance, 3.5 years in Automotive, both similar positions in scope.    * **$Internship:** NA",NA,NA,NA,FALSE,5,months,2021
2021-12-11,Product Analyst,"Seattle, WA, USA",125k,FinTech Unicorn,M.Sc](https://M.Sc) (biomedical engineering,1½ YOE at another fintech unicorn as an analyst,es* Total comp: $200k (offer) however fluctuates with,"300k over 4 years, no bonuses",200k (offer) however fluctuates with stock value,FALSE,2,months,2021
2021-12-11,Date Engineer,"Manchester, UK",NA,NA,Masters,3 years consultancy**$Internship**$Coop,0,0,44000,FALSE,NA,months,2021
2021-12-11,Data Analyst   (But technically doing Data Scientist task -&gt; from ETL + Productivity Dashboard + Applying ML models,Singapore,"40,320",Bank,"Bsc Finance &amp; Economy   (TLDR: Got interested in DS during last year of University, hence self-taught on coding+ML along the way. Fortunate enough that some of the modules that I took, like statistic/econometric assisted me in understanding ML concept smoothly",NA,NA,NA,NA,FALSE,1,years,2021
2021-12-11,HPC Systems Engineer. I build the stuff your science runs on. I have been an infrastructure architect in past lives,"New York, NY, USA","186,000",Healthcare AI Startup,College Dropout,About 10 years at fortune 50s prior,"7,500","15,000 options. 25% target bonus","247.5kMy work is adjacent to a lot of what you do, but I figured I add context on what the supporting cast gets paid",FALSE,,unknown,2021
2021-12-11,Data Science Research Assistant,Spain,15k,University,Currently involved on a degree,NA,NA,NA,None LOL,FALSE,2,months,2021
2021-12-11,Data Scientist,"Randstad, Netherlands",45k,Government,BSc + MSc,NA,NA,NA,"55k (~$62k)Notable is that this is for 36 hours a week, I work 9 hour days so 4 days a week. Also pension fund/401k gets paid largely by company, but that is not included in this",FALSE,1.5,years,2021
2021-12-11,Product DS,"Toronto, ON, Canada","113,000 CAD (base",Fin tech,BA Sociology,Joined current employer through acquihire   * Data analyst at another tech company   * Moved into data from customer success/ops role,7500 CAD (10% of original base salary,"No annual bonuses   * \~ $128,000 USD in options ($163,000CAD), 4 yr vesting   * \~ $60,000 USD in RSUs ($76,000 CAD), 4 yr vesting   * Annual refreshers for RSUs (equity sharing","173,000 CAD",FALSE,2,years,2021
2021-12-11,Sr. Director,NA,250K,Tech (non-FAANGMULAPIKACHU,PhD in Engineering (non-CS,8 years   * $Internship   * $Coop,15K,100K,350K,FALSE,1,years,2021
2021-12-11,Quantitative UX Researcher (L4,"New York, NY, USA",160k,Google,B.S. Mathematics,NA,NA,"30k bonus, $110k RSUs","300k  Low to medium stress job, average 40 hours a week.Predominately use R and SQL in my role.Compensation for my role/level/location probably varies between $250k - $350k",FALSE,5,years,2021
2021-12-11,Head of &lt;program related to data science&gt,"Upper Midwest, USA",150k,500-employee SaaS company,master's in computer science,technical product manager at a startup- **Internship**: 1 FAANG internship,N/A,"profit sharing $0-22,500. Probably $15-22.5k this year",170k,FALSE,6,years,2021
2021-12-11,Data Analyst,"South Carolina, USA",70K,Secured Loan Financing,BS Data Science,"N/A, first job after undergrad    $Internship: 3 years mobile app dev with engineering",N/A,"Depends, \~$500",70K,FALSE,1,years,2021
2021-12-11,Economist/Senior Data Scientist,NA,"84,000 (~$111,000",American well-known (but not FAANG) tech firm,NA,NA,es: ~2k (?) stock - didnt push very hard on this cause taxes on,"s are a nightmare for Americans living abroad~£9k bonus, paid twice yearly","93k ($123,000",FALSE,3,months,2021
2021-12-11,Senior Data Scientist,"Cambridge, UK",NA,NA,"PhD Physics, Mphys",NA,3,45k vesting schedule over 3 years,"76,800Edited for correction",FALSE,2,years,2021
2021-12-11,Senior Data Scientist,"Houston, TX, USA","155,000",Mid-size Tech Company,Master's in Applied Statistics,2+ years actuarial experience,,20% annual bonus,"200,000",FALSE,4,years,2021
2021-12-11,Senior Data Scientist,"San Francisco Bay, California, USA",225K,FAANG,NA,NA,NA,500K (over 4 years) + annual refreshers 130K (over 4 years)Bonus: 10,425K,FALSE,13,years,2021
2021-12-11,Senior DS,"San Francisco Bay Area, CA, USA",160k,FAANG,Bachelors,"DS related experience, 4 companies- **Internship**: 1 internship",N/A,RSU/Bonus ~ 190k,350k,FALSE,5,years,2021
2021-12-11,Jr. Data Scientist,"İstanbul, Türkiye",NA,NA,NA,NA,NA,450 USD .d,ensation: 5950 USDHow you like that ? Dghdh,FALSE,4,months,2021
2021-12-11,Data Scientist Consultant,NA,104000,Government Consulting,MS in Applied Math,Zilch,10k,15k + 12k (15k one time this year,"131,000",FALSE,11,months,2021
2021-12-11,Senior Data Scientist,"New England, USA",160K/year,SAAS,"BS. Mech Engineering, MS. Computer Science","3 years as mech eng in medical devices, 2 years as DS at another company* **$Internship** 3 internships as a mech eng in undergrad* **$Coop",N/A,10% a year bonus,176k,FALSE,3,months,2021
2021-12-11,Data Scientist 2,"Colorado, USA","145,000",Large corporation in Tech,B.S,4 years in data science at mid-size consultancy    * **$Internship:** 3 Summer Internship at former consultancy,,"RSUs vesting over 4 years (current value 180,000","250,000",FALSE,NA,months,2021
2021-12-11,Data Scientist,"Detroit, MI, USA","65,000",Transportation Planning (regional governmental agency,BA (International Studies) + MS (Business Analytics,"None, straight from bachelors to masters to employment",none,try telling the American taxpayer that their hard earned cash needs to go toward the bonuses of bureaucrats,"65,000My advice: when building a portfolio of projects, make sure it looks more like that of an investigative journalist rather than someone who knows how to tell a computer how to run XGboost for a Kaggle competition. Also reproducibility &gt; model performance. I feel like the more you demonstrate how good you can clean, wrangle and visualize data, the more likely it is you will get an interview. Being able to research and communicate is crucial. And please have a passion that isnt directly derived from data, data science, or even worse machine learning/AI. I know that I can make double my salary working for a celebrated big tech firm, but I couldnt be happier with where I work right now because I get to solve problems that matter to ME. Ever since I was a child I can remember being obsessed with trains and looking at highway maps and seeing why we built infrastructure where. And through that passion I learned how data science can play a role in an industry that aligns with or is adjacent to it",FALSE,8,months,2021
2021-12-11,Quantitative Researcher,"Chicago, IL, USA",250k,Finance,"STEM PHD, top 5 university",Several other similar quant finance jobs,500k signing,highly variable from year to year.  Pay is a mix of cash and deferred comp of various sorts (like profit sharing,"X,000,000,  where  3 &lt;= X &lt; 10",FALSE,10,years,2021
2021-12-11,Lead Data Scientist,"Boston, MA, USA","143,500",Higher Ed,MS- Computer Information Sciences,NA,NA,Yearly 2.5% + performance based,"143,500",FALSE,2,years,2021
2021-12-11,Data Scientist,"Ohio, USA","110,000",Technology,MS Comp. Sci,"1 Year DS (Automotive), 2 Years DS/Analyst Blend (Finance)   * $Internship: 2 Summers + Part Time during Undergrad, Finance &amp; Insurance",lt;500 shares in non-IPO'd company,"and/or other bonuses: \~$2,500/annually, insurance premium covered (valued at \~2500 compared to prior employers' programs","115,000",FALSE,NA,months,2021
2021-12-11,Manager Data Science,NA,NA,NA,NA,NA,Been a few years now - but I think it was 10k/5k (so 15k total,"Bonus:** \~$30k RSUs, \~$30k bonus","230,000Overall, I'm happy with my salary/role - company is good at giving sizeable pay increases year over year (would expect to land somewhere in the 170k range after paybumps come early in the new year). Just had a kid, so not necessarily looking at jumping into a whole new venture. But now that so many roles have gone remote, I feel like I could easily increase my salary by jumping ship - which I will likely do later this year if I dont get the Director level promotion I'm looking for",FALSE,3,years,2021
2021-12-11,Senior Data Scientist,"Marin County, CA, USA",165K,Health tech,NA,NA,35K or so stock,had a tough year,"220K-ish  Not as high as those amazing faangers, but I have a damned pleasant time at work, and work on a lot of interesting medical questions, both of which mean a lot to me",FALSE,3,years,2021
2021-12-11,"Director, Analytic Strategy",United States,180k base,"F500, non tech",BS in Economics,"9 years various DS/analytic roles, 5 years previous management exp",15k sign on,15% STI &amp; 8% Equity target (annual,220k,FALSE,6,months,2021
2021-12-11,Data Scientist,"Paris, France",EUR 50000 (to be validated,Aerospace,"Mech. Engg, International Business masters, HarvardX Data Science Micromasters",Financial Controller (4 yr)  $Internship: Data Analyst (1 yr,NA. I'm threatening to quit if they don't give me at least 50K,4000 EUR,54000 EUR or 61000 USD,FALSE,4,months,2021
2021-12-11,Data Scientist (first DS hire at company,"San Francisco, CA, USA",NA,NA,NA,NA,"20,000","Options that were worth \~$750,000 at time of IPO   * 15% yearly bonus, 20% for high performance* **Total comp:** $204,700/yr","204,700/yr, total netted during 2 year tenure: $1,159,400",FALSE,2,years,2021
2021-12-11,Senior Consultant/data scientist,"1220 12th St SE, Washington, DC 20003, USA","120,000",Large consulting firm,Undergraduate business degree,NA,"7,000",10k-20k,"140,000",FALSE,NA,unknown,2021
2021-12-11,Senior Machine Learning Engineer,Canada,"175,000",tech startup,MSc Stats,NA,70k/$0,options per year,"190,000-$260,000",FALSE,NA,months,2021
2021-12-11,Principal Data Scientist,"Arkansas, USA",190k,Consulting/SaaS,PhD,NA,NA,Private Equity currently worth about $30k/yrBonus: \~$20k/yr,240k,FALSE,3.5,years,2021
2021-12-11,Data Scientist,United States,125k Base,Healthcare,Bachelors,NA,NA,"10% bonus, 170k RSUs",180k (125 base * 1.1 + 42.5k annual vesting,FALSE,6,months,2021
2021-12-11,Senior Applied Scientist,"San Francisco, CA, USA",185k,Major public tech company,BS/MS/PhD in chemical engineering,NA,,35k target bonus; \~$160k in RSU per year,380k,FALSE,5,years,2021
2021-12-11,Senior Data Scientist,NA,"130k base, 5%-20% bonus based on performance and company performance (looking good based on industry",Crypto,"BS Mathematics, BSM Finance","2 years professional at my old company (Associate Data Scientist + Senior Associate Data Scientist). Prior to professional career: Summer DS bootcamp, software engineering bootcamp, DS internship","None**Stock**: At first valuation of company, $94k**Total comp**: ~$250k (good equity granted on signing, will probably accumulate less","At first valuation of company, $94k","250k (good equity granted on signing, will probably accumulate less stock per year than in signing year. So next year might be less, assuming growth isn't crazy",FALSE,0.5,years,2021
2021-12-11,Data Science Manager,NA,NA,NA,"BA Econ, MS Analytics",NA,NA,NA,"160,000",FALSE,6,years,2021
2021-12-11,Data Scientist Product Analytics,"Chicago, IL, USA",120k,tech,"BA in Communication, almost done with an MS Data Science","10+ years in marketing, 3 years in marketing analytics",15k,22k RSUs,142k,FALSE,2.5,years,2021
2021-12-11,Senior Data Scientist,"Minneapolis, MN, USA",185k,tech,Masters,Internship: 1 internship$Coop NA,40k,30k first year then 70k +-/year,255k,FALSE,4,years,2021
2021-12-11,Data Scientist,NA,92K  Company/Industry: Bank  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 10-14K bonus  Total comp: 120K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 95K  Company/Industry: Startup  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 0.01% stock options  Total comp: 95K CAD&amp;#x200B;Location: Montreal  $Remote: 3 days a week remote  Salary: 92K  Company/Industry: Insurance  Relocation/Signing Bonus: 4k signing bonus  Stock and/or recurring bonuses: 10-20% bonus  Total comp: 121K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 75K-80k (stopped the process,NA,Undergrad in math/CS,"6 month in a big company, 6 months in a startup  $Internship 4 months at a bank  &amp;#x200B;Location: Montreal  $Remote: 4 days a week remote  Salary: 92K  Company/Industry: Bank  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 10-14K bonus  Total comp: 120K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 95K  Company/Industry: Startup  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 0.01% stock options  Total comp: 95K CAD&amp;#x200B;Location: Montreal  $Remote: 3 days a week remote  Salary: 92K  Company/Industry: Insurance  Relocation/Signing Bonus: 4k signing bonus  Stock and/or recurring bonuses: 10-20% bonus  Total comp: 121K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 75K-80k (stopped the process)  Company/Industry: Ai consulting",0,0,75k CAD,FALSE,,months,2021
2021-12-11,Director of Data Science,"New York, NY, USA","220,000",Energy,Masters Econ,4 years at other companies prior to current role,NA,10k per year roughly,"230,000",FALSE,4,years,2021
2021-12-11,Data Analyst (Oracle application configuration and profitability analyst,"Richmond, VA, USA","66,800",Large Bank (top 10 in US measured by assets,BBA in Computer Information Systems and I will complete an MS in Data Analytics Engineering in Fall of 2023,Joined the company straight after undergrad,none,100% match on 401k investments up to 6% of salary,70kMy company is going through a huge merger with no life balance and I'm feeling very undervalued. RIFs are inevitable within the next few years. Last year I got a huge award at my company and a significant increase in salary (more than 5k).Any advice on where to take my career after I finish grad school? What title or salary should I aim for? I'm proficient in SQL and I'm learning Python and R in school,FALSE,3.5,years,2021
2021-12-11,Senior Data Analyst,NA,"97,000",Wind Turbine Manufacturer,BS Aerospace EngineeringMS Technology Management. Self taught in all DS things,NA,NA,NA,"106,000Edit: Iowa. USA",FALSE,3,years,2021
2021-12-11,Data science manager,NA,190k,ad tech,"PhD, computer science",5 years as a data scientist,n/a,"profit sharing, ~$20k annually",210k,FALSE,2,years,2021
2021-12-11,Quantitative Analyst,"Midwest City, OK, USA",NA,NA,NA,NA,NA,NA,80-85k,FALSE,6,months,2021
2021-12-11,Senior Predictive Analyst,United States,"93,000",Financial Consulting,BS Applied Mathematics; Minior in Applied Statistics,N/A,None,None,"93,000",FALSE,5,years,2021
2021-12-11,Senior Data Scientist,NA,"115,000",financial services,NA,NA,no,16% annual bonus (depending on performance,"130,000",FALSE,3,years,2021
2021-12-11,Data Scientist,"Washington, DC, USA","88,000",National Security (government,"M.S. in Data Science, B.S. Political Science","Came straight out of grad school, did 2 internships with federal agencies and worked part time as a researcher throughout school",none,none,88k but I do make and additional 7k helping teach classes at a college nearby,TRUE,1.5,years,2021
2021-12-11,Research Associate,NA,63K CAD,Marketing Insights and Analytics,"Master of Spatial Analysis, HBA in City Studies, Applied Stats and GIS",NA,NA,NA,NA,FALSE,4,months,2021
2021-12-11,Analytics Manager,"Atlanta, GA, USA",132k,"Big box retail, ecommerce division","BA Communications, BS Psychology","2 years auto industry sales   analyst, 4 years digital/product analytics (senior analyst/lead analyst)	`""	`$Internship: 7 internships, but all digital marketing",,options (4 year monthly vesting) worth 10% or more base salary,160k,FALSE,1,years,2021
2021-12-11,Data Scientist - NLP,NA,"120,000",Healthcare Consulting,MS,6 years as data analyst,None,does ESPP count? 10% merit bonus,"140,000",FALSE,,unknown,2021
2021-12-11,Senior Data Scientist,NA,"160,000",Games,PhD,7 years industry    - $Internship: None    - $Coop: None,"20,000 cash","60,000 / 3 year vest + $24,000 annual bonus","220,000",FALSE,6,months,2021
2021-12-11,NA,NA,NA,NA,NA,NA,none,none,"120,000 PKR/month",FALSE,NA,unknown,2021
2021-12-11,Data Analyst,"Washington, DC, USA","96,000",Financial Technology,B.S. Economics,"No Full Time Experience (New Grad)   * 2 summer data science internships, 1 SWE internship   * 1 year-long data science co-op",1.5K relocation + $9K Signing,Up to $7K performance bonus,106.5k - $113.5k,FALSE,NA,unknown,2021
2021-12-11,Data Scientist,Austria,"42,000¬ a year (before tax), ~30,000¬ (after tax",Consulting basically,Bsc. in comp sci,Internship 6 month internship,lol,nope,"42,000¬ a year (before tax), ~30,000¬ (after tax",FALSE,3,years,2021
2021-12-11,Data Scientist,"Fort Collins, CO, USA",GS-11 ($72k/yr,Federal government,"M.S. applied stats, B.S. math",6 years as statistician at environmental consulting firm$Internship: Just in undergrad. Only relevant one to me now is R programmer at a non-profit,,NA,NA,FALSE,NA,unknown,2021
2021-12-11,Data Analyst,"Los Angeles, CA, USA","68,500",Healthcare,B.S. in Statistics,Prior College Coursework experience (No Internship) Unrelated College Jobs  $Internship - NA  $Coop - NA,None,None,68.5K,FALSE,1.5,years,2021
2021-12-11,Founder/Programmer,"Oregon, USA",10K,Software,Msc in computational linguistics,NA,NA,8M shares. bootstrapped,10K,FALSE,5,years,2021
2021-12-11,Data Scientist,"Silicon Valley, CA, USA","170,000 base salary",Mid-sized startup,"MS in Statistics (2018), BS in Statistics/Economics (2017",2 YOE post MS)   * Employed as a DS for 1 year at a different company (2020)   * Employed as a DA for 1 year (2019)   * Worked as a part time DA in grad school (2017-2018)   * No internships / co-op,this year for performance reasons   * 10% of salary ($17K)   * $22K,,"224,000",FALSE,1,years,2021
2021-12-11,Data Analytics &amp; Reporting Lead,"Dallas, TX, USA","110,000","Healthcare, F50","MS Data Analytics, MS Healthcare Analytics, Doctoral Student - Graduation 2023",NA,NA,NA,"140,000",FALSE,NA,months,2021
2021-12-11,Junior Data Scientist,"Glasgow, UK","27,000",FinTech Startup,"MEng Mechanical Engineering, MSc Machine Learning",NA,NA,NA,"27,000",FALSE,2,months,2021
2021-12-11,head of DS and ml engineering,NA,240k,finance,MSc DS,"10 years from ds, sr ds, manager ds, sr mgr ds, director ds   * **$Internship**   * **$Coop",na,,300-400k,FALSE,1,years,2021
2021-12-11,Data Scientist,"Bengaluru, Karnataka, India",Rupees 21 Lakhs per annum,Brewery,B Tech Mechanical Engineering,NA,NA,NA,NA,FALSE,3,years,2021
2021-12-11,Senor Data Analyst,"Bentonville, AR, USA",110k USD,Mid Size Real Estate Company,Bachelors in Analytics Studying Masters in Analytics,2-3 years in analytics / reporting positions (ex fortune 10 data analyst,None,15% cash bonus    Total comp: 121k,,FALSE,,unknown,2021
2021-12-11,Senior Data Scientist,"Atlanta, GA, USA",120k,Retail/Marketing,"STEM undergrad, MS Business Analytics","2 years Senior Analyst, 2 years DS, 1 year SDS* **$Internship:** None* **$Coop:** None",es:** ~20K,"s, ~20K bonus",140K,FALSE,5,years,2021
2021-12-11,Senior Data Scientist,"New York, NY, USA","114,000",Healthcare,PhD Bioinformatics,1st Job * **Internship:** N/A,5000,None,"114,000",FALSE,3,years,2021
2021-12-11,Senior Analytics Analyst,United States,"95K base , ~$15K bonus (company and individual performance combined",Financial Services &amp; Banking,BS in Applied Math &amp; BBA Economics,Data Analyst/Sr. Data Analyst in Insurance (3.5 years) and Healthcare (2 years)   **Internship/Coop:** Risk Analytics co-op while in college (1 yr included in above experience,es:** ESPP (company,"15% discount, optional), ~$15K company and performance based bonus","110K**Additional Comp:** $5,250 education reimbursement per year for a non-DS quant Masters that I am currently pursuing part-time. It will put me in a position for a DS role once I graduate. I am self-learning more coding/GitHub/Jupyter Notebooks and building a project portfolio",TRUE,2.5,years,2021
2021-12-11,"Director, Data Science",NA,"147,000",Digital healthcare,"BS, Biology; MS, Wildlife and Fisheries Sciences","9 years in research, statistics, biostatistics, and financial/management consultation",0,0,154K with shitty 401K matching,FALSE,4,years,2021
2021-12-11,"Data Scientist, Product",NA,"132,000",FANNG,"B.A., M.A","4 YOE - DS, 3 YOE - Related$Internship$Coop","es: $65,000 granted","year, Target bonus $19,000/Year","216,000Posted from throwaway account",FALSE,NA,unknown,2021
2021-12-11,MLOps Engineer,"Berlin, Germany",70K,Steel Industry,"Almost MSc(Big Data), \[BA Economics",NA,NA,NA,NA,FALSE,NA,unknown,2021
2021-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,unknown,2021
2021-12-11,Data Scientist,"Seattle, WA, USA",203k,FAANG/Tech,Masters Economics,"5 years (3 at very large public retailers, 1 at tech-unicorn now public, 1.5 at a e-commerce startup). Interned at the retail company for 2 semesters of masters before being hired full time","Equity on 4 year equal vesting starting immediately.- Total Comp: Current stock price ~$350k, 6 month a ago","and Bonus: $400k initial sign on equity grant, ~$100k RSU grants per year, 15% annual bonus. Equity on 4 year equal vesting starting immediately","Current stock price ~$350k, 6 month a ago stock price ~$450k",FALSE,2.5,years,2021
2021-12-11,analytics solutions architecture lead,NA,135k,agency,bachelors - non computer science,10 years as analyst    * **$Internship** na   * **$Coop** na,na,have had a few spot bonuses,145k,FALSE,3,years,2021
2021-12-11,Data Analyst and Project Manager,"Twin Cities, MN, USA",80k,Small education nonprofit (&lt;20 employees,BS in ME from Ivy,NA,NA,NA,"total, .5 with current company * **Location:** Twin Cities* **Salary:** $80k* **Company/Industry:** Small education nonprofit (&lt;20 employees)* **Education:** BS in ME from Ivy* **Prior Experience:** 2.5 years in marketing data science/analytics",FALSE,3,years,2021
2021-12-11,Business Intelligence Analyst II,"Seattle, WA, USA",88k,Transportation/Supply Chain,B.S. Business/Supply Chain. M.S. Data Analytics,Operations Support   * **$Internship**   * **$Coop,,Annual bonus ~8k,96k,FALSE,5,years,2021
2021-12-11,Data Analyst/Data Engineer,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,unknown,2021
2021-12-11,Data Scientist,NA,"130,000",Data science consulting agency,"Bachelor's, Applied Mathematics","1y Associate DS, 1.5y DS at an insurance company",None,"10% annual bonus* **Benefits**: $2,000 annual allowance for career/professional development, $50/month for technology usage expenses, unlimited PTO","132,600",FALSE,6,months,2021
2021-12-11,Associate Data Scientist,"Chicago, IL, USA","96,000","Large corporation in tech, not FAANG",MS Data Science,Almost a year as a Data Analyst for an internship,"10,000 signing",None,"106,000",FALSE,1,years,2021
2021-12-11,Product Owner / will transition into Associate Data Scientist within a year,"New Jersey, USA",100k,Big Pharma,Finish my MS in Data Science July 2022,4yrs split between Finance and Real Estate Analytics,0,0,100k,FALSE,1,years,2021
2021-12-11,Machine Learning Engineer,"Atlanta, GA, USA","80k, renegotiate after probationary period",Cybersecurity,NA,NA,NA,Bonuses: up for negotiation after probationary period,80k,FALSE,2,months,2021
2021-12-11,Data Specialist,NA,86k,BioManufacturing,"B.S. Bioengineering, half way done online Masters of Analytics",NA,NA,5% bonus 5% profit sharing,100kLearning what I can working with data flows in medium sized company and manufacturing while I finish my degree,FALSE,1,years,2021
2021-12-11,Data Scientist,"San Francisco, CA, USA",130k,Biotech startup,MS Statistics,one internship before this job,None,"10k bonus, options that are of uncertain value",140k,FALSE,1.7,years,2021
2021-12-11,Senior Data Analyst,"San Francisco, CA, USA","140,000",Self-driving car,BS Civil Engineering   * MS Analytics,4 years transportation consulting   * 4 years in government      * 2 of the 4 years in government was a data analyst type role,55k/yr,at current price,216k,FALSE,1,months,2021
2021-12-11,Data Scientist,"New York, NY, USA",NA,NA,Bachelor's,"2yrs consumer goods startup, 1.5 years healthtech startup",but company,has kinda been tanking so we'll see,"315,000",FALSE,1,years,2021
2021-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,unknown,2021
2021-12-11,Data Scientist,"Portland, OR, USA",NA,NA,MS in Physics,None,NA,NA,120K,FALSE,5,years,2021
2021-12-11,Senior Product Scientist,"Austin, TX, USA",NA,NA,BS Business Admin undergrad + 3 month DS Immersive Bootcamp,NA,"performance based)      - $70,000 in Restricted","Units, rolling 4 vesting (I think 10% vests in year 2, 25% in year 3, etc","150,000 - $160,000 (depending on Performance",FALSE,8,months,2021
2021-12-11,Data Specialist (bit of a hybrid between analyst/engineer/jr. software dev,"Chicago, IL, USA","80,000",E-commerce,BS Stats,NA,NA,3000 EOY bonus for 2021,"83,000",FALSE,5,years,2021
