property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
 Industrial Shed for Sale in Bhatpore Surat,Super Area,709 sqyrd,,Ready to Move,Resale,,,"  Industrial Shed is available for Sale in Bhatpore, Surat for 4.5 Crore(s)Read more","₹7,052 per sqft ",₹4.50 Cr 
3 BHK  House for Sale in amli sheri begamura Surat,Super Area,950 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,3,"3 BHK, Residential House is available for Sale in , Surat for 1.5 Crore(s)Read more","₹15,789 per sqft ",₹1.50 Cr 
  Plot/Land for Sale in Vesu Surat,Plot Area,2277 sqft,Main Road,Freehold,Resale,,,"253 Sq-yrd Residential Plot is available for Sale in Vesu, Surat for 3.2 Crore(s)Read more","₹14,273 per sqft ",₹3.25 Cr 
3 BHK  House for Sale in Bardoli Surat,Super Area,2700 sqft,Resale,Ready to Move,Ground out of 2,Semi-Furnished,3,"3 BHK, Residential House is available for Sale in Bardoli, Surat for 2.0 Crore(s)Read more","₹7,407 per sqft ",₹2 Cr 
"  Shop for Sale in Prime Shoppers, Vesu Surat",Carpet Area,912 sqft,Resale,Ready to Move,1 out of 5,,,main road touch shopping,"₹21,930 per sqft ",₹2 Cr 
"3 BHK Apartment for Sale in Pratistha Complex, Ghod Dod Road Surat",Super Area,3050 sqft,Resale,Ready to Move,4 out of 10,Semi-Furnished,South,,"₹5,000 per sqft ",₹1.52 Cr 
  Land for Sale in Bardoli Surat,Built Area,302400 sqft,,New Property,,,,valod agriculture property title clear property,₹397 per sqft ,₹12 Cr 
 Industrial Building for Sale in Udhana Surat,Super Area,1280 sqft,,Ready to Move,Resale,,,,"₹15,625 per sqft ",₹2 Cr 
 Industrial Building for Sale in Kim Surat,Super Area,"50,000 sqft",,Ready to Move,Resale,,,"50,000 Sq. Ft. Industrial Shed ConstructionG3 WITH GOODS LIFT PROVISION1400 vaar Plot300 HP PowerVADOLI TO KIM CHOKDI STATE HIGHWAY BEST CONNECTIVITYKIM, DI. SURAT7 Cr.100 power looms machine per floor capacitytotal 400 machine capacitySlab height is 12 to 15 ft.25 to 30 TFO  WarpingDOME PERMISSION for terrace300 HP Power1.5 TON Capacity Goods Lift Ground floor to 3rd floorIndividual Separate RoadSell WITH ELECTRICITY DEPOSITRooms for labour on terrace.   Read more","₹1,400 per sqft ",₹7 Cr 
7 BHK  House for Sale in Parley Point Surat,Super Area,320 sqyrd,Furnished,Ready to Move,Resale,7,,"  Residential House is made upto 3 floors. The place is very airy & spacious making the stay a very memorable one. It can easily be cutomized as per the needs of the people living here. All in all a great deal, please contact immediately for more details. This spacious Residential House has age of construction above 20 years. Read more","₹24,306 per sqft ",₹7 Cr 
"4 BHK Apartment for Sale in Swagat Rasik Villa, Vesu Surat",Carpet Area,2850 sqft,Resale,Ready to Move,11 out of 13,Furnished,South -West,on the Main Vesu Vip Road Number 1,"₹6,510 per sqft ",₹2.50 Cr 
3 BHK  House for Sale in Athwa Gate Surat,Super Area,1890 sqft,Resale,Ready to Move,Ground out of 3,Unfurnished,2,,"₹7,937 per sqft ",₹1.50 Cr 
  Shop for Sale in Godadara Surat,Carpet Area,4400 sqft,New Property,Ready to Move,2 out of 4,,,"very good road facing shop for banks, hospital , tuition class, showroom,Read more","₹5,682 per sqft ",₹2.50 Cr 
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Carpet Area,3100 sqft,New Property,Ready to Move,10 out of 12,Unfurnished,North,"open 3 ways, natural light in all rooms, best balcony view3 reserved parkingno broakragemo 9503co. 853133Read more","₹7,948 per sqft ",₹2.51 Cr 
3 BHK Apartment for Sale in Ghod Dod Road Surat,Super Area,2500 sqft,Resale,Ready to Move,9 out of 10,Semi-Furnished,1 Covered," This spacious Unit has an area of 2500 Sq-ft is on ninth floor of 10 floors. It facilitates car parking facility. 1. 50 Cr is the price for the Unit. Offering 3 bedroom and 3 spacious bathrooms, the Unit is Semi-Furnished. Read more","₹6,000 per sqft ",₹1.50 Cr 
"5 BHK Villa for Sale in Gayatri Township, Parvat Patiya Surat",Carpet Area,3300 sqft,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",,"₹4,369 per sqft ",₹1.51 Cr 
  Land for Sale in Katar Gam Surat,Built Area,2500 sqft,,Resale,,,,"Superb location, great for business purposes. A Commercial Land available in Katar Gam, Surat for immediate sale. This opportunity for investment should not be missed. Buy now to get maximum returns in future. Please contact immediately for more information.Read more","₹14,200 per sqft ",₹3.55 Cr 
"5 BHK Apartment for Sale in Ravani Dream Palace, Vesu Surat",Carpet Area,5300 sqft,Resale,Ready to Move,11 out of 11,Unfurnished,East,"east facing, naked flat with all the facilities, good air faced flat is stand on 11 th floor. and amazing view it has. if you show once you will like it.Read more","₹10,074 per sqft ",₹2.72 Cr 
4 BHK  House for Sale in Magdalla Surat,Carpet Area,5500 sqft,Resale,Ready to Move,Ground out of 2,Furnished,Garden/Park,"Residential house is available for sale. It has carpet area 5500 sq-ft, it is 4 BHK house, has total 2 floor facing East direction.Read more",,₹3.25 Cr 
  Shop for Sale in Surat Textile Market Surat,Super Area,170 sqft,Resale,Ready to Move,Ground out of 13,,,,"₹88,235 per sqft ",₹1.50 Cr 
4 BHK  House for Sale in Shanti Sagar Society - Pal Surat,Super Area,2100 sqft,Resale,Ready to Move,2 out of 3,Semi-Furnished,4,,"₹7,857 per sqft ",₹1.65 Cr 
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3215 sqft,Resale,Ready to Move,12 out of 12,Unfurnished,East,"Embark on a new chapter of luxurious living with this exquisite 4 BHK flat for sale in Rajhans Corazo, Vesu, Surat. This new property is meticulously crafted and ready to offer you a seamless move-in experience. Elevate your lifestyle in this thoughtfully designed residence that promises both comfort and sophistication.Property Specifications Step into luxury with this expansive 12th-floor residence spanning 3215 sqft. Offering an unrivaled living experience, this unfurnished apartment features four bedrooms, each with a western-style attached bathroom, and an additional common bathroom for guests. The balcony, attached to the master bedroom and living room, provides breathtaking views of the garden and the road. The well-designed layout includes a separate living and dining area, ensuring ample space for relaxation and entertainment. The normal kitchen is equipped with a piped gas connection and a utility area, enhancing functionality. The entire floor is adorned with exquisite Italian marble flooring, adding a touch of elegance to every corner. Designed with vaastu compliance and an east-facing orientation, this residence ensures positive energy flow and abundant natural light. Facilities Facilities include two covered parking spaces and an additional open parking spot for convenience. Enjoy uninterrupted living with 24-hour water supply, 100 power backup, and the assurance of security through the presence of a guard and CCTV installations. Two lifts ensure easy access to every floor.Locality This vibrant locality offers convenient living with nearby schools, hospitals, and mallssupermarkets ensuring easy access to education, healthcare, and daily essentials. Public transport, including buses and autos, is readily available for seamless commuting, while banksATMs in close proximity provide convenient financial services. The railway station, located just 10 km away, adds to overall connectivity, making this neighborhood an ideal hub for a well-rounded and accessible lifestyle.Read more","₹5,910 per sqft ",₹1.90 Cr 
  Plot/Land for Sale in Piplod Surat,Plot Area,4410 sqft,,Resale,No,,, Residential Plot is located at unmatched corner position. ,"₹6,803 per sqft ",₹3 Cr 
  Plot/Land for Sale in Adajan Surat,Plot Area,5400 sqft,3,Co-operative Society,Resale,2,Garden/Park,"WEST FACING, OPEN PLOT, AROUND 600 VAR PROPERTY.","₹12,222 per sqft ",₹6.60 Cr 
  Office Space for Sale in Khatodra Wadi Surat,Super Area,6000 sqft,,Ready to Move,Resale,,,"Unlock a remarkable opportunity with this spacious Office Space for sale in Khatodra Wadi, Surat. Boasting a generous super area of 6000 square feet, this office space spans across ground plus 2 floors, offering versatility for various business needs.::::::Each floor features an open hall layout, with 2000 square feet of space on each floor, providing ample room for your operations. Common washrooms are available for the convenience of your employees and visitors, and the flooring is done in sturdy cement, ensuring durability.::::::The office enjoys a prominent main road-facing location, ensuring excellent visibility and accessibility. Facilities at this property include open parking for your vehicles and a dependable water supply.::::::Located in a bustling locality, this office space is surrounded by hospitals, malls, supermarkets, banks/ATMs, and other essential amenities. Public transportation options, including buses and autos, are readily available, facilitating smooth connectivity within the city. The railway station is conveniently located just 4 kilometers away, making it easy for employees and clients to access your office.Read more","₹8,333 per sqft ",₹5 Cr 
  Plot/Land for Sale in Sagrampura Surat,Plot Area,1359 sqft,No,Resale,5,,,,"₹14,349 per sqft ",₹1.95 Cr 
4 BHK  House for Sale in Mahidhar Pur Surat,Carpet Area,1000 sqft,Resale,Ready to Move,4 out of 4,Unfurnished,East,Marble Glass and steel construction,"₹50,000 per sqft ",₹5 Cr 
"5 BHK Apartment for Sale in Aagam Paramount, Vesu Surat",Carpet Area,2400 sqft,Resale,Ready to Move,13 out of 13,Unfurnished,East,,"₹5,307 per sqft ",₹2.51 Cr 
"4 BHK Apartment for Sale in aventis ofira, Bharthana Surat",Super Area,3882 sqft,Unfurnished,4 out of 11,Resale,Main Road,aventis ofira,It's a 4th floor Freehold Multistorey Apartment in a building of total 11 floors. Additional space for Puja Room and Store Room are available. Reserved covered 2 car parking for residents available. Flooring of type Wooden covers maximum part of the house.Read more,"₹7,032 per sqft ",₹2.73 Cr 
5 BHK  House for Sale in Katargam Surat,Super Area,268 sqyrd,Resale,Ready to Move,Ground out of 3,Unfurnished,5,,"₹8,292 per sqft ",₹2 Cr 
"5 BHK  House for Sale in Vatsalya Bungalows, Vesu Surat",Super Area,186 sqyrd,Vatsalya Bungalows,Ready to Move,Resale,,,,"₹18,578 per sqft ",₹3.11 Cr 
8 BHK Villa for Sale in Palsana Surat,Super Area,2700 sqft,Unfurnished,Ready to Move,Resale,4,,,"₹7,407 per sqft ",₹2 Cr 
"4 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",Super Area,3020 sqft,Resale,Ready to Move,11 out of 11,Unfurnished,Samarth Enclave,,"₹5,464 per sqft ",₹1.65 Cr 
 Industrial Land for Sale in Sachin Surat,Built Area,8140 sqft,,Resale,,,,"756 sq.mt plot Hojiwala industrial estate, sachin ,surat","₹4,607 per sqft ",₹3.75 Cr 
4 BHK Villa for Sale in Varachha Main Road Surat,Carpet Area,3200 sqft,Furnished,Ready to Move,Resale,1,,,"₹12,500 per sqft ",₹4 Cr 
"4 BHK Apartment for Sale in Aakash Enjoy, Vesu Surat",Carpet Area,2400 sqft,Resale,Ready to Move,6 out of 11,Furnished,West,,"₹6,026 per sqft ",₹2.10 Cr 
"  Shop for Sale in Shivalik, Dabholi Surat",Super Area,1423 sqft,Resale,Ready to Move,1 out of 3,2 Open,,,"₹10,541 per sqft ",₹1.50 Cr 
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,900 sqft,Resale,Ready to Move,1 out of 3,Unfurnished,Freehold,Theater Lounge Room. With Full movie setup. 2 Mango Tree. Other plants and trees.Read more,"₹17,500 per sqft ",₹1.89 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3780 sqft,Unfurnished,7 out of 13,New Property,South -West,"Garden/Park, Pool, Main Road","Big Plot with large open space, only 2 flats per floor, luxurious specifications, full amenities,ervant's separate room with attached toilet on the same floor, B.U. Certificate from Surat Municipal Corporation, clear title, sale deed, bank loans available, large bed rooms and large toilets, excellent view of the main road & garden space within the plot, full parking, Common Home Theater, Club House with Jacuzzi, sauna, etc. , full security features.Read more","₹5,741 per sqft ",₹2.17 Cr 
 Industrial Building for Sale in Udhana Surat,Super Area,1924 sqyrd,,Ready to Move,Resale,,,,"₹5,775 per sqft ",₹10 Cr 
4 BHK  House for Sale in Mota Varachha Surat,Super Area,1060 sqft,Resale,Ready to Move,Ground out of 3,Furnished,5,A residential house is available for sale. It is a good location property. Please contact for more details.Read more,"₹18,868 per sqft ",₹2 Cr 
  Plot/Land for Sale in Daiman Nagar Surat,Plot Area,17100 sqft,,Freehold,New Property,,,,₹906 per sqft ,₹1.55 Cr 
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2154 sqft,Resale,Ready to Move,4 out of 13,Unfurnished,4,,"₹6,536 per sqft ",₹2.50 Cr 
  Office Space for Sale in Citylight Surat,Super Area,2350 sqft,Resale,Ready to Move,3 out of 7,3,,Commercial office space is available for sale. It is a good location property. Please contact for more details.Read more,"₹10,638 per sqft ",₹2.50 Cr 
"5 BHK Villa for Sale in Green Valley, Adajan Surat",Carpet Area,1912 sqft,Unfurnished,Ready to Move,Resale,Green Valley,4,,"₹7,500 per sqft ",₹1.80 Cr 
5 BHK  House for Sale in All hindu Locality Surat,Super Area,110 sqyrd,,Ready to Move,Resale,,,,"₹20,202 per sqft ",₹2 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3876 sqft,Resale,Ready to Move,4 out of 11,Unfurnished,4,,"₹6,000 per sqft ",₹2.32 Cr 
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",Super Area,9450 sqft,New Property,Ready to Move,5 out of 11,Unfurnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,"₹5,291 per sqft ",₹5 Cr 
2 BHK  House for Sale in Bhagal Surat,Super Area,2500 sqft,Resale,Ready to Move,Ground out of 6,Unfurnished,2,,"₹24,000 per sqft ",₹6 Cr 
"4 BHK Villa for Sale in Aakruti Bungalows, Vesu Surat",Carpet Area,2150 sqft,Unfurnished,Ready to Move,Resale,West,Garden/Park,"villa society, very safe as it is a gated community, fully furnished with high class furniture, ready to move in, available for sale with all electronics, furniture, etc. the plot size is approx 1500 sqft plot, garden facing front. the land cost itself is 1.25lac per yardco. 9503mo. 853133Read more","₹5,380 per sqft ",₹2.69 Cr 
  Office Space for Sale in Nanpura Surat,Super Area,2000 sqft,Resale,Ready to Move,Ground out of 1,2,,"The office is now on the main road. Opp New construction of Municipal Hospital with MBBS college, almost ready. The Metro Train center is just 2 minutes away from where metro will go to all areas. The office is on the ground floor. 2000 sq ft. area. Ideal for Medical Shops, Restaurants, PG accommodations, Daycare hospitals, or Polyclinics. CA office, ATM, or for Bank use. Preferred outright sale but available on rent for corporates.Read more","₹15,000 per sqft ",₹3 Cr 
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,2200 sqyrd,,Ready to Move,Resale,,,,"₹27,778 per sqft ",₹55 Cr 
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Super Area,3124 sqft,Resale,Ready to Move,10 out of 13,Furnished,East,,"₹9,923 per sqft ",₹3.10 Cr 
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1430 sqft,Resale,Ready to Move,12 out of 12,Furnished,"Garden/Park, Pool, Main Road",,"₹5,962 per sqft ",₹1.55 Cr 
"4 BHK Apartment for Sale in Happy Home Capital Greens, Vesu Surat",Carpet Area,2100 sqft,Resale,Ready to Move,10 out of 12,Furnished,Happy Home Capital Greens,,"₹9,781 per sqft ",₹3.31 Cr 
3 BHK  House for Sale in Arihant Park Row House Surat,Carpet Area,1400 sqft,Semi-Furnished,Ready to Move,Resale,3,1,,"₹9,375 per sqft ",₹1.50 Cr 
3 BHK  House for Sale in Bardoli Surat,Super Area,5000 sqft,Resale,Ready to Move,Ground out of 1,Semi-Furnished,3,,"₹3,000 per sqft ",₹1.50 Cr 
3 BHK Villa for Sale in Haldharu Surat,Super Area,1500 sqft,Unfurnished,Ready to Move,Resale,3,,,"₹11,000 per sqft ",₹1.65 Cr 
5 BHK Villa for Sale in Vesu Surat,Carpet Area,4500 sqft,Unfurnished,Ready to Move,Resale,East,Garden/Park,,"₹5,200 per sqft ",₹2.60 Cr 
8 BHK  House for Sale in Parvat Patiya Surat,Super Area,4500 sqft,Resale,Ready to Move,Ground out of 2,Semi-Furnished,4,,"₹5,556 per sqft ",₹2.50 Cr 
7 BHK Villa for Sale in Sarthana Jakat Naka Surat,Super Area,6200 sqft,6,Resale,Furnished,,,,"₹5,645 per sqft ",₹3.50 Cr 
"4 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",Carpet Area,2835 sqft,New Property,Ready to Move,10 out of 13,Unfurnished,West,"Vanilla sky is an amalgamation of indulgence, elegance and space. Indulgence in luxury, the elegance of design and spacious beyond the imagination. With Vanilla Sky, the Green Group has taken premium housing up a notch, offering posh homes with state-of-the-art facilities and elements of lush landscape.Read more","₹6,317 per sqft ",₹3.50 Cr 
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Carpet Area,2350 sqft,Resale,Ready to Move,10 out of 12,Unfurnished,West,"Embrace the epitome of modern living with this exquisite 3 BHK Flat nestled in The Ultima, Vesu, Surat. Boasting Vaastu compliance and a coveted west-facing orientation, this residence invites you into a world of harmonious design and contemporary comfort.Note This property is under construction and the possession of the same will be given by 15 January 2024. Property Specifications This spacious apartment, situated on the 10th floor of a 14-story building, spans across an expansive carpet area of 2350 square feet. Being unfurnished, it offers a blank canvas for personalization and adaptation to ones unique tastes and preferences.Inside, three sizable bedrooms stand, each accompanied by its own attached bathroom. All bathrooms feature modern Western fittings and come equipped with geysers for consistent hot water supply. Additionally, the apartment boasts three attached balconies, offering picturesque views of lush greenery and providing serene spots for relaxation.The living and dining areas are distinctly separated, providing designated spaces for entertainment and meals. The apartments kitchen is efficiently designed as a normal kitchen, complete with a piped gas connection for convenience. An added utility area offers extra space for various household tasks. Enhancing the apartments elegance is the marble flooring, which spans throughout the entire space, lending both aesthetic charm and easy maintenance.Facilities Facility-wise, the property includes covered parking for vehicles safety, ensuring a continuous 24-hour water supply, and a 100 power backup facility for uninterrupted daily activities. Security measures are robust with a dedicated security guard and CCTV installations, assuring a safe and secure living environment. Two elevators are available for swift access to different floors within the building.Locality This vibrant neighborhood boasts excellent accessibility to essential amenities. Schools, hospitals, banksATMs, and public transport options are within walking distance, ensuring convenience for residents. A mall, reachable within a 10-minute drive, offers shopping choices. While the railway station is a 20-minute drive away, buses and autos are easily available for commuting within the area.Read more","₹6,200 per sqft ",₹1.58 Cr 
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,1660 sqft,Resale,Poss. by Jan '25,5 out of 13,Unfurnished,East,fully furnished luxurious flat with all electronics,"₹5,236 per sqft ",₹1.55 Cr 
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Carpet Area,1400 sqft,Resale,Ready to Move,11 out of 12,Unfurnished,"Garden/Park, Pool, Main Road",,"₹6,000 per sqft ",₹1.59 Cr 
5 BHK  House for Sale in Shanti Palace Surat,Super Area,128 sqyrd,Resale,Ready to Move,Upper Basement out of 3,Semi-Furnished,5,"  Residential House is made upto 3 floors. The place is very airy & spacious making the stay a very memorable one. It can easily be cutomized as per the needs of the people living here. All in all a great deal, please contact immediately for more details. The age of construction for this Residential House is between 10 to 15 years. Read more","₹13,108 per sqft ",₹1.51 Cr 
"4 BHK Apartment for Sale in Harmony, Vesu Surat",Carpet Area,2550 sqft,Resale,Ready to Move,5 out of 9,Furnished,Harmony,"Multistorey apartment is available for sale. It has carpet area 2550 sq-ft, it is 4 BHK apartment. Please contact for more details.Read more",,₹1.70 Cr 
4 BHK Apartment for Sale in Athwa Surat,Super Area,3150 sqft,Resale,Ready to Move,7 out of 11,Furnished,3,,"₹4,762 per sqft ",₹1.50 Cr 
"6 BHK Apartment for Sale in Marion Residency, Dumas Road Surat",Carpet Area,2500 sqft,New Property,Ready to Move,8 out of 12,Semi-Furnished,East,river view appartement,"₹5,020 per sqft ",₹2.51 Cr 
4 BHK  House for Sale in Adajan Surat,Carpet Area,1710 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,4,,"₹16,082 per sqft ",₹2.75 Cr 
"  Shop for Sale in Zenon, Ring Road Surat",Carpet Area,612 sqft,Resale,Ready to Move,Ground out of 4,,,,"₹16,340 per sqft ",₹2 Cr 
 Industrial Land for Sale in Kim Char Rasta Surat,Built Area,100800 sqft,,New Property,,,,,"₹1,488 per sqft ",₹15 Cr 
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",Carpet Area,1800 sqft,Resale,Poss. by Jul '25,12 out of 12,Unfurnished,Shaligram The Emerald,,"₹5,587 per sqft ",₹3.60 Cr 
6 BHK  House for Sale in Jahangir Pur Surat,Super Area,3800 sqft,6,Ready to Move,Resale,,,,"₹4,474 per sqft ",₹1.70 Cr 
"5 BHK Villa for Sale in Vatsalya Bungalows, Vesu Surat",Carpet Area,1503 sqft,Semi-Furnished,Ready to Move,Resale,Vatsalya Bungalows,3,,"₹6,240 per sqft ",₹3.12 Cr 
3 BHK Villa for Sale in Althan Surat,Super Area,1935 sqft,3,Ready to Move,Resale,,,,"₹18,088 per sqft ",₹3.50 Cr 
10 BHK  House for Sale in Udhna Surat,Super Area,7000 sqft,Resale,Ready to Move,Ground out of 3,Unfurnished,6,,"₹4,643 per sqft ",₹3.25 Cr 
  Plot/Land for Sale in Akshardeep society katargam Surat,Plot Area,650 sqft,,Resale,Yes,,,,"₹84,769 per sqft ",₹5.51 Cr 
  Plot/Land for Sale in Krishna plots Piplod surat Surat,Plot Area,4410 sqft,,Resale,Yes,,,,"₹20,408 per sqft ",₹9 Cr 
4 BHK Villa for Sale in Adajan Surat,Carpet Area,1800 sqft,Unfurnished,Ready to Move,Resale,West,"Garden/Park, Main Road",2000 sq.ft. Office On Sell At Prime Location Ring Road Nr.Majura Gate/Udhna DarwajaRead more,"₹12,550 per sqft ",₹2.51 Cr 
"3 BHK Apartment for Sale in Blu Life, Pal Gam Surat",Super Area,2530 sqft,Resale,Ready to Move,2 out of 11,Unfurnished,East,blu life luxurious flats,"₹5,968 per sqft ",₹1.51 Cr 
2 BHK  House for Sale in Adajan Surat,Super Area,"390,045 sqm",Resale,Ready to Move,1 out of 1,Unfurnished,1,,₹349 per sqft ,₹146.33 Cr 
  Shop for Sale in Piplod Surat,Super Area,4438 sqft,Resale,Ready to Move,2 out of 3,,, It's a 2nd floor Commercial Shop in a building of total 3 floors. Read more,"₹8,000 per sqft ",₹3.55 Cr 
4 BHK  House for Sale in Rustampura Surat,Super Area,396 sqyrd,Resale,Ready to Move,Ground out of 4,Semi-Furnished,4,,"₹4,209 per sqft ",₹1.50 Cr 
3 BHK Builder Floor for Sale in Piplod Surat,Super Area,1200 sqft,Unfurnished,Ready to Move,Resale,3,2, This spacious Builder Floor Apartment has age of construction above 20 years. Read more,"₹12,500 per sqft ",₹1.50 Cr 
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,2000 sqft,Semi-Furnished,Ready to Move,Resale,East,Freehold,,"₹6,000 per sqft ",₹1.50 Cr 
4 BHK Villa for Sale in Udhna Surat,Super Area,1650 sqft,Furnished,Ready to Move,Resale,Main Road,4,,"₹11,515 per sqft ",₹1.90 Cr 
  Shop for Sale in Mota Varachha Surat,Super Area,2650 sqft,Resale,Ready to Move,Ground out of 2,,,"Prime corner property with wide frontage (32 feet by 30 feet) highly visible with very large corner parking area in the front that can be used for many purposes. This is a highly visible and desirable property that is much sought after due to its location. The property is close to many other malls and commercial developments as well as residential complexes. This is an upcoming area of Surat that offers huge potential for growth. The property is highly suitable for banks, car show rooms, electronic showrooms, gyms, departmental stores, restaurants and other commercial establishments.Read more","₹12,264 per sqft ",₹3.25 Cr 
  Showroom for Sale in Ram Nagar Surat,Carpet Area,600 sqft,Resale,Ready to Move,Ground out of 1,,,Commercial showroom is available for sale. It is a good location property. Please contact for more details.Read more,"₹35,000 per sqft ",₹2.10 Cr 
  Land for Sale in Pasodara Surat,Built Area,5733 sqft,,Resale,,,,,"₹11,512 per sqft ",₹6.60 Cr 
3 BHK  House for Sale in Adajan Surat,Super Area,115 sqyrd,Resale,Ready to Move,Ground out of 1,Unfurnished,3,,"₹14,493 per sqft ",₹1.50 Cr 
3 BHK  House for Sale in Jahangirabad Surat,Super Area,1600 sqft,Resale,Ready to Move,Ground out of 2,Semi-Furnished,4,,"₹14,062 per sqft ",₹2.25 Cr 
"5 BHK  House for Sale in Atithi Western Oasis, Adajan Surat",Carpet Area,2700 sqft,Semi-Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",120 sq yard plot size.with 5bhk ground plus 3,"₹6,605 per sqft ",₹2.51 Cr 
4 BHK Villa for Sale in Citylight Area Surat,Carpet Area,125 sqft,Furnished,Ready to Move,Resale,3,1," A 3 storeyed Villa is located in Citylight Area, Surat. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. This spacious Villa was constructed approx. 15 to 20 years years back. Read more","₹1,35,185 per sqft ",₹3.65 Cr 
3 BHK  House for Sale in tusli niketan society Surat,Carpet Area,225 sqft,Furnished,Ready to Move,Resale,2,2,,"₹1,66,667 per sqft ",₹5 Cr 
  Land for Sale in Bardoli Surat,Built Area,302400 sqft,,New Property,,,,beat location for residential and commercial projects,₹177 per sqft ,₹10 Cr 
6 BHK Villa for Sale in Varachha Surat,Super Area,208 sqyrd,Semi-Furnished,Ready to Move,Resale,East,2 Covered,,"₹18,697 per sqft ",₹3.50 Cr 
"  Shop for Sale in Surya Plaza, Bhatar Surat",Super Area,750 sqft,Resale,Ready to Move,Ground out of 2,,,,"₹22,800 per sqft ",₹1.71 Cr 
  Shop for Sale in Varachha Main Road Surat,Super Area,1000 sqft,Resale,Ready to Move,Ground out of 3,,,,"₹22,000 per sqft ",₹2.20 Cr 
5 BHK Villa for Sale in Ghod Dod Road Surat,Built Area,2565 sqft,Unfurnished,Ready to Move,Resale,North,Freehold,,"₹19,493 per sqft ",₹5 Cr 
5 BHK  House for Sale in Gohod Dor Oad Surat,Carpet Area,2300 sqft,Resale,Ready to Move,Ground out of 1,Furnished,135 X," A 1 storeyed Residential House is located in Gohod Dor Oad, Surat. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. Length & breadth dimensions are : 45. 01 X 5. 11 Sq-yrd for this Residential House located in the premium corner space. The Residential House construction is above 20 years. Read more","₹21,740 per sqft ",₹4.50 Cr 
  Office Space for Sale in Ring Road Surat,Super Area,2530 sqft,Resale,Ready to Move,1 out of 1,2,,Commercial office space is available for sale. It is a good location property. Please contact for more details.Read more,"₹13,834 per sqft ",₹3.50 Cr 
7 BHK  House for Sale in Katargam Surat,Super Area,3500 sqft,Resale,Ready to Move,Ground out of 2,Semi-Furnished,3,,"₹10,029 per sqft ",₹3.51 Cr 
2 BHK Apartment for Sale in Navasari Bazar Surat,Super Area,3500 sqft,Resale,Ready to Move,Ground out of 4,Semi-Furnished,Freehold,"Multistorey Apartment including 2 residential floors, shop on ground floor, office on maze floor, 2 huge godown. Godowns are one underground and one on maze floor. Each residential floor are 1 BHK. Shop also has its own attached bathroom. Small office on maze floor is plus. The age of construction for this Multistorey Apartment is between 15 to 20 years.Read more","₹4,286 per sqft ",₹1.50 Cr 
  Office Space for Sale in Station Road Surat,Carpet Area,3237 sqft,Resale,Ready to Move,7 out of 10,2 Covered,3,"Very near to railways station, in working condition, very good for any proffesionalRead more","₹6,179 per sqft ",₹2 Cr 
 Industrial Building for Sale in Sachin GIDC Surat,Super Area,40 sqm,,Ready to Move,Resale,,,"Thoughtfull constructed a 2 storey industrial building is available for sale in Sachin GIDC, Surat. The building is measuring about 1600 sq mt and is ideally suitable for Power looms, godown or transport service.::::::::Property Specifications::::::::The industrial building has a construction age between 15 to 20 years and is nicely maintained. Benefited from freehold ownership the building is facing the main road. The industrial building is spread over 2 floors i.e. ground and first floor.::::::::Ground floor has a total area of 1600 mts, and features 2 halls measuring about (20ft *100ft), and 3 halls oRead more","₹1,00,928 per sqft ",₹4.35 Cr 
"3 BHK Apartment for Sale in Milestone Aquatica, Dummas Road, Surat Surat",Super Area,3412 sqft,Resale,Ready to Move,4 out of 10,Furnished,West,,"₹5,129 per sqft ",₹1.75 Cr 
6 BHK  House for Sale in Adajan Surat,Carpet Area,245 sqyrd,Resale,Ready to Move,2 out of 3,Unfurnished,East,A corner plot with all four sides are Open. Home gets full sunlight as well as placed in the wind directionsRead more,"₹13,379 per sqft ",₹2.95 Cr 
